ISO3,Year,NY.GDP.PCAP.PP.KD,NY.ADJ.NNTY.PC.KD,SL.GDP.PCAP.EM.KD,SL.EMP.TOTL.SP.ZS,ELEPOP,NE.EXP.GNFS.ZS,LP.LPI.OVRL.XQ,IT_NET_BBND,SH_DYN_MORT,SH_H2O_SAFE,SE.SEC.ENRR,SH_ACS_UNHC,FB_BNK_ACCSS,SI.POV.GINI,SI.POV.LMIC,SE.ENR.SECO.FM.ZS,SL.TLF.CACT.FM.ZS,EN_ATM_CO2GDP,EG_EGY_PRIM,ER_H2O_WUEYST,ER_PTD_TERR,POP,GDP_USD2015,SL.EMP.TOTL.SP,EMP_2WAP,SG_GEN_PARL_PAR,AFMR,FMEMP,MCARE
ABW,2000,39244.8298545806,23278.8227270299,84156.88183409088,58.606832223176006,7870.573788037539,454.739,2.7763069091835235,1.50915,213.40659952033192,76.60789576443344,93.7623291015625,64.78688602142128,74.97225650648275,59.633623807838745,98.686326902531,0.010003399848937944,0.7250613172767827,11.054850284178228,15.010000000000002,84.20374491368028,37.14634,88.761,2926332651.401603,0.7033660993071412,0.5540130365565008,0.21220790335308815,0.8963210702341138,0.9003919041837785,63.38929307692718
ABW,2001,40505.5330010609,23278.8227270299,85940.83760891663,58.506152223175995,7459.166159127401,454.739,2.7740185716692793,1.50915,213.7322970682873,77.05327887842873,95.286102294921875,65.73734570792001,75.4049659371376,59.6662075859377,98.690725822996,0.010253900289535545,0.7121967973821428,11.057100870645995,15.520000000000001,85.7840740528318,37.14634,90.305,2879510237.3545494,0.7137991883360078,0.5526468736415507,0.20107856855456196,0.8981018981018981,0.9030345151461903,67.8605311926375
ABW,2002,39846.0627615715,23278.8227270299,84395.07394912411,58.411392223176,7581.610654526751,454.739,2.799404269743712,1.50915,213.65923619867965,77.49866199242405,100.2670974731445,65.79234570792003,76.42515632510184,59.91724292771205,98.207523883792,0.010546900033950757,0.7006694524257595,11.049566970828058,15.270000000000001,86.89776052943829,37.14634,91.379,2883043802.8881483,0.6839406491376859,0.5586509399029725,0.21002237331368245,0.899867374005305,0.9057019934507893,72.18138657872225
ABW,2003,39832.5790764609,23278.8227270299,85128.58667827603,58.397302223176005,7600.476654750298,454.739,2.7988716754592717,1.50915,213.54176460637674,77.94404510641951,99.43544006347656,65.75288602142128,76.26787951588629,60.155496069400776,98.207058137399,0.010525100231170703,0.7057577123119194,11.038235786621744,14.97,87.83762096179744,37.14634,92.31,2898159544.27126,0.6938959911982258,0.5610931823287449,0.2122799105822336,0.901617695609112,0.9102878122867044,75.36716975064158
ABW,2004,41834.9275811055,23278.8227270299,86807.82661092555,58.619380843059105,7829.380022099922,454.739,2.7838851046663264,7.44387,214.79334400953485,78.3894282204148,97.21176910400392,68.99575263823938,76.52838374095514,59.781029422542105,98.965881195603,0.01023749947547914,0.7158472680037002,11.042748402825927,15.840000000000002,89.32834288378815,37.14634,93.213,3118043436.7225943,0.7194222760410215,0.5524425455598764,0.2030162022222114,0.9033530571992111,0.904127415985504,72.02423683668997
ABW,2005,40608.8196948258,23278.8227270299,85327.3973574963,58.748114280609514,8057.943330149634,454.739,2.802941908135333,12.9907,214.97734072254346,78.83481133441026,95.52960205078124,70.90275550455233,77.24116175291294,59.70964392774635,99.026714989269,0.010301400423049945,0.7230550206755189,11.033352046669213,15.430000000000001,90.12899758495563,37.14634,94.23,3156377956.2959285,0.7253949330977533,0.5510057162405131,0.25932054619250733,0.9050736497545009,0.9082118095014884,71.27592315576153
ABW,2006,40335.4176892185,23278.8227270299,85181.47858203389,58.85575282356305,7983.8980207983905,465.863,2.8204262215011586,14.59427,215.28168323037215,79.28019444840575,100.6358184814453,71.15551031226731,77.87215133767319,61.126976143447976,99.065003505143,0.010210499763488756,0.7219184978341268,11.024752910147221,15.610000000000001,84.41669901312552,37.14634,95.392,3187977574.6619167,0.7263433506572815,0.5556489221647276,0.24836152549778412,0.9067796610169492,0.9141036332992873,81.40163078078345
ABW,2007,41272.27939244,23278.8227270299,86693.2022757556,58.745212823563044,8087.00963897833,470.163,2.828531163168505,16.52701,215.55844847661797,79.72557756240107,104.8464584350586,70.81103222140734,77.89670573930933,61.338024818463396,98.470139257191,0.010470800399780322,0.7097288915012685,11.01973567663266,15.620000000000001,85.38939810395624,37.14634,96.587,3294528420.282449,0.7144623387999078,0.5590233632870606,0.23453741882916468,0.9084712755598833,0.9033600519204572,85.91339313328174
ABW,2008,41710.4970441525,23278.8227270299,86823.62577376234,58.80475305343687,7814.5289095649505,487.916,2.8209761422173987,18.77219,215.52496848359456,80.17096067639636,96.9074935913086,72.11055413054736,79.61217681343645,62.09075811809183,98.434527296984,0.010665500164032005,0.7085044513583166,11.02256942361519,16.46,88.89747381378517,37.14634,97.805,3254321895.2126513,0.7024253146724845,0.5636443056000555,0.2532003604204236,0.9101486748545573,0.9081979036271246,113.74848510689733
ABW,2009,36590.560109989,23278.8227270299,84085.56944864542,58.59895129050191,8118.151981822772,259.844,2.786046345560079,18.94932,215.30902831082938,80.61634379039182,99.51838684082033,72.37447155943265,80.7335343726008,64.31390558861912,99.306541577721,0.010460799932479836,0.7161288877989769,10.99790791109252,14.71,83.80182849281483,37.14634,99.025,2937136335.653174,0.7156400125644413,0.5524914448135939,0.260991113795621,0.9118120373350498,0.894342943791546,205.33943861201377
ABW,2010,35508.5945732562,23278.8227270299,81578.89758265951,58.52535236692057,7882.014503466048,158.877,2.778546927362579,19.1515,215.06019887908067,81.06172690438714,96.16240692138672,72.53726572028626,80.41996862168385,64.26177478799363,99.264208526802,0.01040639996528625,0.7164824373447375,10.99709725077617,14.610000000000001,90.70870146235438,37.14634,100.114,2853683590.705075,0.7166401025364603,0.5531238416920665,0.24541376381475222,0.9134615384615384,0.8917965677969177,178.74596889391333
ABW,2011,36435.5553328221,23278.8227270299,83399.02495282465,58.67859313036644,7651.934522335885,516.374,2.773559585372411,18.988506666666666,215.20007446753542,81.5071100183826,95.98023223876952,73.31199047713503,78.34690948742758,60.59135980333124,99.062995182979,0.010294599533081095,0.7250043653663986,11.052767507995204,15.180000000000001,91.70329499240788,37.14634,100.981,2886236645.842803,0.7268868320447268,0.5555366647941523,0.25841090387879995,0.9150973507819986,0.8936069959252719,69.59110298889695
ABW,2012,35530.2600441558,23278.8227270299,83701.06662490036,58.2880421229153,7524.345783831058,230.207,2.8333178680215383,18.825513333333333,216.2471378448239,81.95249313237807,109.4174499511719,73.20291304471249,81.20882024971267,64.24853977764583,99.185858857676,0.009986299872398408,0.7470180833690265,11.029080035800531,23.79,111.69025991192872,37.14634,101.763,2839047460.2455606,0.7266673167484958,0.5437218426723582,0.2556330839227484,0.9167196439923719,0.8987127289640402,162.18050581083415
ABW,2013,37255.3534520324,23278.8227270299,84841.28985228707,58.19182182933163,7740.985588642524,162.03,2.9297804617198335,18.66252,217.84373544195768,81.95249313237807,114.10406748453778,73.96494460163645,82.87405251513826,64.44237717445668,99.146690127163,0.010142433146635654,0.74735495040619,11.02569430647616,27.26,98.76228081481048,37.14634,102.558,3029564101.5089912,0.7301054759663541,0.5391589504965737,0.32002222917433953,0.9183285849952523,0.9009335705440318,176.6563084476234
ABW,2014,36275.6809553371,23278.8227270299,84968.04835957054,58.15996045974761,7734.127867044585,163.276,2.8818737272891473,18.53389,217.57139751702917,81.95249313237807,118.79068501790367,74.53284744691787,83.46575215071398,64.52109708863792,98.760709427987,0.010298566420873012,0.7303851547166766,11.01668840417958,27.21,99.91560972689612,37.14634,103.373,2981498416.1763124,0.7218895642064544,0.5489652706945863,0.3206358597537544,0.9199243379571255,0.9029392865359718,161.90699006360867
ABW,2015,35682.3002526702,23278.8227270299,84438.97529349297,58.19179053667718,7822.69830300238,154.452,2.919804316338042,18.2242,217.92315242659964,81.95249313237807,123.47730255126955,74.82867714628753,83.06403235561748,64.86030967690803,98.967178833337,0.01045469969511037,0.7217821011814501,11.01043859689509,27.240000000000002,95.6974263299318,37.14634,104.184,2962905027.932961,0.7137462373258018,0.5504003635659618,0.32753289958408405,0.9215070643642079,0.9048011139838668,163.92077135976209
ABW,2016,36021.8308363445,23278.8227270299,84191.86743369246,58.10348121667752,7557.84600436286,145.975,2.8928254231033668,18.130675,217.34564260758805,81.95249313237807,128.16392008463544,74.87489952287353,83.49010182032941,64.41503938705202,98.819548586013,0.010610832969347617,0.7268116440471314,11.00663293878724,27.35,97.63650273022672,37.14634,104.977,3013855857.090627,0.7145603981307107,0.557254801841326,0.3278748823170886,0.9230769230769239,0.9000209807540769,145.5173945514636
ABW,2017,38558.0045581753,23278.8227270299,85297.37845068866,58.03478137973629,7692.162185168021,140.465,2.9159957454577756,18.03715,217.43264260758804,81.9524931371794,132.8505376180013,74.62947353017597,81.5074691187338,64.40807577140151,98.839606714178,0.010766966243584974,0.7297088002066195,11.01913811240288,27.34,100.52895467617955,37.14634,105.731,3226288489.8368616,0.7186985079138609,0.5441392629947456,0.3597819997498001,0.9246340703830591,0.9006880378237836,150.82504216170412
ABW,2018,39419.5553476692,23278.8227270299,86728.94686736181,58.00431137973629,7409.425736620565,147.569,2.8812648288761693,17.943625,217.41939751702918,81.95249314198284,137.5371551513672,74.62049556798702,82.4835254542528,64.29767129828596,98.835683379738,0.010923099517822221,0.732712689967496,11.02189018243969,27.44,111.41370148011143,37.14634,106.432,3303625382.564532,0.7197573857208589,0.5537570204667817,0.34966609260868853,0.9261786600496288,0.8992033338844185,161.01394617658482
ABW,2019,38435.4269132506,23278.8227270299,85161.37534674935,58.13126031970975,7574.993462587322,141.255,2.9126485741196393,17.8501,217.4531322435165,81.95249314678628,140.3136138916016,74.70756970272888,83.0646641743678,65.00659086023536,98.932683090633,0.011039899587631186,0.7333525290405902,10.997406314624111,27.51,101.6690524391955,37.14634,107.076,3229873915.0601625,0.7217918441099221,0.5530261509706685,0.35747466273542017,0.927710843373495,0.8946480567434882,172.88100082525662
